,Label,FileName,Score,left,top,Width,Height
291,cloudSign,MC2-Image-Data/Person33/Person33_48.jpg,0.25311999999999996,861,1281,834,1069
292,pinkCandle,MC2-Image-Data/Person33/Person33_48.jpg,0.35104,1103,1714,363,1079
293,redWhistle,MC2-Image-Data/Person33/Person33_48.jpg,0.58932,1439,736,1385,1311
294,sign,MC2-Image-Data/Person33/Person33_48.jpg,0.42144,2084,1089,1304,1946
295,hairClip,MC2-Image-Data/Person33/Person33_48.jpg,0.3373,807,1644,968,867
296,yellowBag,MC2-Image-Data/Person33/Person33_48.jpg,0.30113,14,575,1734,2460
297,birdCall,MC2-Image-Data/Person33/Person33_6.jpg,0.47701000000000005,339,61,300,487
298,cloudSign,MC2-Image-Data/Person33/Person33_6.jpg,0.34692,147,636,161,271
299,eyeball,MC2-Image-Data/Person33/Person33_6.jpg,0.33705,500,29,188,290
300,pinkCandle,MC2-Image-Data/Person33/Person33_6.jpg,0.36267,591,4,101,305
301,pumpkinNotes,MC2-Image-Data/Person33/Person33_6.jpg,0.36208,293,182,293,512
302,sign,MC2-Image-Data/Person33/Person33_6.jpg,0.42818,296,290,284,668
303,blueSunglasses,MC2-Image-Data/Person33/Person33_6.jpg,0.25169,344,99,293,271
304,hairClip,MC2-Image-Data/Person33/Person33_6.jpg,0.51663,288,271,197,359
305,eyeball,MC2-Image-Data/Person33/Person33_4.jpg,0.26064,99,201,166,263
306,sign,MC2-Image-Data/Person33/Person33_4.jpg,0.35485,3,63,192,629
307,eyeball,MC2-Image-Data/Person33/Person33_5.jpg,0.3716,303,265,164,295
308,pumpkinNotes,MC2-Image-Data/Person33/Person33_5.jpg,0.4496,171,333,324,871
309,redWhistle,MC2-Image-Data/Person33/Person33_5.jpg,0.37832,221,299,221,406
310,sign,MC2-Image-Data/Person33/Person33_5.jpg,0.27591,408,346,166,845
311,trophy,MC2-Image-Data/Person33/Person33_5.jpg,0.39552,245,436,291,692
312,hairClip,MC2-Image-Data/Person33/Person33_5.jpg,0.27371999999999996,240,606,190,542
313,cloudSign,MC2-Image-Data/Person33/Person33_1.jpg,0.33645,473,197,135,406
314,eyeball,MC2-Image-Data/Person33/Person33_1.jpg,0.31438,262,5,142,278
315,hairClip,MC2-Image-Data/Person33/Person33_1.jpg,0.25336,312,871,156,376
316,lavenderDie,MC2-Image-Data/Person33/Person33_1.jpg,0.39625,240,13,80,244
317,cloudSign,MC2-Image-Data/Person33/Person33_2.jpg,0.33497,227,63,355,322
318,pinkCandle,MC2-Image-Data/Person33/Person33_2.jpg,0.36052,367,111,86,240
319,pumpkinNotes,MC2-Image-Data/Person33/Person33_2.jpg,0.43118,658,209,419,353
320,redWhistle,MC2-Image-Data/Person33/Person33_2.jpg,0.53472,611,209,521,348
321,eyeball,MC2-Image-Data/Person33/Person33_58.jpg,0.46685,2443,1429,1337,841
322,redWhistle,MC2-Image-Data/Person33/Person33_58.jpg,0.43871000000000004,2412,1164,1429,1360
323,trophy,MC2-Image-Data/Person33/Person33_58.jpg,0.32284,2289,899,1659,1936
324,blueSunglasses,MC2-Image-Data/Person33/Person33_58.jpg,0.33802,2105,1659,1368,358
325,hairClip,MC2-Image-Data/Person33/Person33_58.jpg,0.74964,2612,1302,1030,1141
326,lavenderDie,MC2-Image-Data/Person33/Person33_58.jpg,0.69344,2888,1544,477,623
327,eyeball,MC2-Image-Data/Person33/Person33_59.jpg,0.37969,1199,384,761,999
328,pinkCandle,MC2-Image-Data/Person33/Person33_59.jpg,0.49033000000000004,1360,3042,496,1490
329,redWhistle,MC2-Image-Data/Person33/Person33_59.jpg,0.31695999999999996,1049,415,1106,2043
330,sign,MC2-Image-Data/Person33/Person33_59.jpg,0.74939,1222,830,784,3794
331,hairClip,MC2-Image-Data/Person33/Person33_59.jpg,0.51964,1222,707,772,1598
332,yellowBag,MC2-Image-Data/Person33/Person33_59.jpg,0.49167,1406,308,2063,3610
333,pinkCandle,MC2-Image-Data/Person33/Person33_3.jpg,0.25519000000000003,353,501,63,301
334,redWhistle,MC2-Image-Data/Person33/Person33_3.jpg,0.39311999999999997,286,476,192,351
335,cloudSign,MC2-Image-Data/Person34/Person34_49.jpg,0.25863,1358,434,1008,1422
336,eyeball,MC2-Image-Data/Person34/Person34_49.jpg,0.36985,2742,867,1156,1109
337,pinkCandle,MC2-Image-Data/Person34/Person34_49.jpg,0.28620999999999996,1707,1704,336,1119
338,pumpkinNotes,MC2-Image-Data/Person34/Person34_49.jpg,0.36704000000000003,1170,394,2016,2016
339,redWhistle,MC2-Image-Data/Person34/Person34_49.jpg,0.8860399999999999,632,1119,1264,998
340,lavenderDie,MC2-Image-Data/Person34/Person34_49.jpg,0.28071999999999997,3334,1331,471,535
341,birdCall,MC2-Image-Data/Person34/Person34_48.jpg,0.30119,14,625,1761,1956
342,cupcakePaper,MC2-Image-Data/Person34/Person34_48.jpg,0.27169,323,817,1331,2047
343,eyeball,MC2-Image-Data/Person34/Person34_48.jpg,0.32085,2232,1291,982,636
344,pumpkinNotes,MC2-Image-Data/Person34/Person34_48.jpg,0.36913,14,1392,1976,1644
345,blueSunglasses,MC2-Image-Data/Person34/Person34_48.jpg,0.29553,2379,1492,713,242
346,lavenderDie,MC2-Image-Data/Person34/Person34_48.jpg,0.36629,2487,1341,431,535
347,cloudSign,MC2-Image-Data/Person34/Person34_16.jpg,0.35324,1398,625,1560,1512
348,eyeball,MC2-Image-Data/Person34/Person34_16.jpg,0.29519,2930,1744,1116,646
349,pinkCandle,MC2-Image-Data/Person34/Person34_16.jpg,0.42153999999999997,1990,1291,310,1099
350,redWhistle,MC2-Image-Data/Person34/Person34_16.jpg,0.4834,1506,1210,1318,1210
351,sign,MC2-Image-Data/Person34/Person34_16.jpg,0.3972,605,585,793,2450
352,birdCall,MC2-Image-Data/Person34/Person34_17.jpg,0.45726999999999995,928,908,1869,1825
353,cloudSign,MC2-Image-Data/Person34/Person34_17.jpg,0.38997,14,363,914,1160
354,metalKey,MC2-Image-Data/Person34/Person34_17.jpg,0.31188,1963,857,1533,1502
355,partyFavor,MC2-Image-Data/Person34/Person34_17.jpg,0.31344,780,1674,1586,1361
356,pinkCandle,MC2-Image-Data/Person34/Person34_17.jpg,0.40799,296,11,269,1230
357,redWhistle,MC2-Image-Data/Person34/Person34_17.jpg,0.43121000000000004,1170,1250,1358,1573
358,blueSunglasses,MC2-Image-Data/Person34/Person34_17.jpg,0.33194,108,666,1197,575
359,hairClip,MC2-Image-Data/Person34/Person34_17.jpg,0.41816000000000003,14,11,928,1180
360,birdCall,MC2-Image-Data/Person34/Person34_8.jpg,0.31237,1318,394,1667,1533
361,cloudSign,MC2-Image-Data/Person34/Person34_8.jpg,0.33669,1385,283,928,1331
362,pinkCandle,MC2-Image-Data/Person34/Person34_8.jpg,0.32565,1963,11,363,877
363,sign,MC2-Image-Data/Person34/Person34_8.jpg,0.53363,3011,101,1035,2561
364,yellowBag,MC2-Image-Data/Person34/Person34_8.jpg,0.41143,14,1069,2299,1966
365,canadaPencil,MC2-Image-Data/Person34/Person34_15.jpg,0.27978000000000003,1976,988,1492,2047
366,pumpkinNotes,MC2-Image-Data/Person34/Person34_15.jpg,0.2686,484,867,2191,2168
367,sign,MC2-Image-Data/Person34/Person34_15.jpg,0.42922,2326,494,820,2541
368,birdCall,MC2-Image-Data/Person34/Person34_29.jpg,0.32134,1721,1079,1439,1492
369,cloudSign,MC2-Image-Data/Person34/Person34_29.jpg,0.30417,2070,1422,686,787
370,cupcakePaper,MC2-Image-Data/Person34/Person34_29.jpg,0.28268000000000004,2299,11,1748,1472
371,eyeball,MC2-Image-Data/Person34/Person34_29.jpg,0.26976,2352,1381,753,474
372,partyFavor,MC2-Image-Data/Person34/Person34_29.jpg,0.31587,2299,11,1465,1281
373,pinkCandle,MC2-Image-Data/Person34/Person34_29.jpg,0.25329,2850,11,390,817
374,pumpkinNotes,MC2-Image-Data/Person34/Person34_29.jpg,0.26657,1640,1089,1573,1926
375,blueSunglasses,MC2-Image-Data/Person34/Person34_29.jpg,0.33764,363,1583,1304,464
376,hairClip,MC2-Image-Data/Person34/Person34_29.jpg,0.39319,1896,908,1116,1029
377,birdCall,MC2-Image-Data/Person34/Person34_28.jpg,0.45292,1277,676,1788,1412
378,cloudSign,MC2-Image-Data/Person34/Person34_28.jpg,0.38237,1734,1109,847,938
379,cupcakePaper,MC2-Image-Data/Person34/Person34_28.jpg,0.27401,1479,736,1371,1754
380,partyFavor,MC2-Image-Data/Person34/Person34_28.jpg,0.36738000000000004,1869,384,1707,1633
381,pinkCandle,MC2-Image-Data/Person34/Person34_28.jpg,0.33395,189,1543,471,1039
382,redWhistle,MC2-Image-Data/Person34/Person34_28.jpg,0.7933600000000001,1855,111,1143,1260
383,sign,MC2-Image-Data/Person34/Person34_28.jpg,0.46437,2514,656,1022,2329
384,silverStraw,MC2-Image-Data/Person34/Person34_28.jpg,0.37640999999999997,54,1351,1896,1684
385,blueSunglasses,MC2-Image-Data/Person34/Person34_28.jpg,0.34881999999999996,1519,1230,1291,746
386,cloudSign,MC2-Image-Data/Person34/Person34_14.jpg,0.42335,1385,706,1560,1351
387,metalKey,MC2-Image-Data/Person34/Person34_14.jpg,0.33707,1479,877,1371,1039
388,partyFavor,MC2-Image-Data/Person34/Person34_14.jpg,0.28586,1264,978,1748,1301
389,pinkCandle,MC2-Image-Data/Person34/Person34_14.jpg,0.38461,2285,797,269,777
390,sign,MC2-Image-Data/Person34/Person34_14.jpg,0.27959,1990,11,914,2480
391,blueSunglasses,MC2-Image-Data/Person34/Person34_14.jpg,0.2642,1156,1260,1439,706
392,hairClip,MC2-Image-Data/Person34/Person34_14.jpg,0.36672,1721,968,1425,1341
393,hairClip,MC2-Image-Data/Person34/Person34_9.jpg,0.28725,1344,333,1008,1321
394,yellowBag,MC2-Image-Data/Person34/Person34_9.jpg,0.30180999999999997,2568,11,1479,1785
395,cupcakePaper,MC2-Image-Data/Person34/Person34_38.jpg,0.28965,471,1029,1640,2006
396,partyFavor,MC2-Image-Data/Person34/Person34_38.jpg,0.36821,1331,51,1654,1432
397,sign,MC2-Image-Data/Person34/Person34_38.jpg,0.26627,2715,252,619,2692
398,cloudSign,MC2-Image-Data/Person34/Person34_10.jpg,0.28117,1546,11,1761,1563
399,pinkCandle,MC2-Image-Data/Person34/Person34_10.jpg,0.29031999999999997,2218,968,457,877
400,sign,MC2-Image-Data/Person34/Person34_10.jpg,0.27757,1586,948,1116,2087
401,blueSunglasses,MC2-Image-Data/Person34/Person34_10.jpg,0.29869,955,1593,1250,484
402,hairClip,MC2-Image-Data/Person34/Person34_10.jpg,0.34404,1882,404,1116,1180
403,lavenderDie,MC2-Image-Data/Person34/Person34_10.jpg,0.25949,1586,1502,552,636
404,yellowBag,MC2-Image-Data/Person34/Person34_10.jpg,0.41023999999999994,14,11,2635,1644
405,birdCall,MC2-Image-Data/Person34/Person34_11.jpg,0.52157,390,1432,1815,1603
406,pumpkinNotes,MC2-Image-Data/Person34/Person34_11.jpg,0.27989,2460,1392,1586,1644
407,blueSunglasses,MC2-Image-Data/Person34/Person34_11.jpg,0.35539,780,2299,1049,343
408,yellowBag,MC2-Image-Data/Person34/Person34_11.jpg,0.44718,2070,746,1976,2158
409,cloudSign,MC2-Image-Data/Person34/Person34_39.jpg,0.25151999999999997,659,504,1828,1311
410,partyFavor,MC2-Image-Data/Person34/Person34_39.jpg,0.26122,605,232,1963,1936
411,sign,MC2-Image-Data/Person34/Person34_39.jpg,0.39293,1640,373,1049,2662
412,birdCall,MC2-Image-Data/Person34/Person34_13.jpg,0.25961,2016,908,1465,1402
413,cloudSign,MC2-Image-Data/Person34/Person34_13.jpg,0.26918000000000003,2339,1190,1385,1250
414,partyFavor,MC2-Image-Data/Person34/Person34_13.jpg,0.47541000000000005,2084,1019,1855,1664
415,pinkCandle,MC2-Image-Data/Person34/Person34_13.jpg,0.30480999999999997,2756,1170,525,928
416,sign,MC2-Image-Data/Person34/Person34_13.jpg,0.27731999999999996,3011,222,605,2742
417,blueSunglasses,MC2-Image-Data/Person34/Person34_13.jpg,0.35105,2003,1442,1452,807
418,hairClip,MC2-Image-Data/Person34/Person34_13.jpg,0.26535,2460,998,1116,1281
419,birdCall,MC2-Image-Data/Person34/Person34_12.jpg,0.42363,2420,525,1627,1744
420,cloudSign,MC2-Image-Data/Person34/Person34_12.jpg,0.45103000000000004,1788,676,1264,1412
421,eyeball,MC2-Image-Data/Person34/Person34_12.jpg,0.45521000000000006,2877,363,847,837
422,pumpkinNotes,MC2-Image-Data/Person34/Person34_12.jpg,0.36264,1385,545,2111,1674
423,redWhistle,MC2-Image-Data/Person34/Person34_12.jpg,0.2688,1143,1311,1412,1008
424,blueSunglasses,MC2-Image-Data/Person34/Person34_12.jpg,0.31821,2352,1150,1344,474
425,yellowBag,MC2-Image-Data/Person34/Person34_12.jpg,0.28629,14,636,1640,2369
426,birdCall,MC2-Image-Data/Person34/Person34_2.jpg,0.32001999999999997,780,81,1627,1311
427,cloudSign,MC2-Image-Data/Person34/Person34_2.jpg,0.36937,2836,938,1210,1331
428,cupcakePaper,MC2-Image-Data/Person34/Person34_2.jpg,0.26719,14,837,1640,1573
429,eyeball,MC2-Image-Data/Person34/Person34_2.jpg,0.31629,1734,51,820,595
430,metalKey,MC2-Image-Data/Person34/Person34_2.jpg,0.36946999999999997,2568,736,1479,1311
431,pinkCandle,MC2-Image-Data/Person34/Person34_2.jpg,0.25258,3401,918,431,968
432,sign,MC2-Image-Data/Person34/Person34_2.jpg,0.5763699999999999,3119,11,928,2299
433,yellowBag,MC2-Image-Data/Person34/Person34_2.jpg,0.33613000000000004,1707,1059,2030,1976
434,cloudSign,MC2-Image-Data/Person34/Person34_37.jpg,0.40262,2312,1442,1398,1593
435,eyeball,MC2-Image-Data/Person34/Person34_37.jpg,0.26899999999999996,457,1079,1103,636
436,partyFavor,MC2-Image-Data/Person34/Person34_37.jpg,0.3828,310,11,1949,1714
437,sign,MC2-Image-Data/Person34/Person34_37.jpg,0.55429,1183,11,1385,1956
438,birdCall,MC2-Image-Data/Person34/Person34_23.jpg,0.5979399999999999,955,908,1788,1805
439,cloudSign,MC2-Image-Data/Person34/Person34_23.jpg,0.38416999999999996,1412,1180,901,1260
440,cupcakePaper,MC2-Image-Data/Person34/Person34_23.jpg,0.33675,1909,222,1654,1512
441,pinkCandle,MC2-Image-Data/Person34/Person34_23.jpg,0.27465,1439,1119,323,1008
442,redWhistle,MC2-Image-Data/Person34/Person34_23.jpg,0.8349799999999999,1264,1341,1143,968
443,blueSunglasses,MC2-Image-Data/Person34/Person34_23.jpg,0.3267,995,1341,1183,525
444,birdCall,MC2-Image-Data/Person34/Person34_22.jpg,0.44273999999999997,995,756,1775,1674
445,cloudSign,MC2-Image-Data/Person34/Person34_22.jpg,0.28412,1291,908,1129,1371
446,cupcakePaper,MC2-Image-Data/Person34/Person34_22.jpg,0.35012,793,11,1586,1694
447,eyeball,MC2-Image-Data/Person34/Person34_22.jpg,0.31936,3132,1049,914,716
448,pinkCandle,MC2-Image-Data/Person34/Person34_22.jpg,0.3286,2003,1543,336,978
449,redWhistle,MC2-Image-Data/Person34/Person34_22.jpg,0.83895,1439,1230,1344,1180
450,sign,MC2-Image-Data/Person34/Person34_22.jpg,0.25941,1748,1019,834,2016
451,blueSunglasses,MC2-Image-Data/Person34/Person34_22.jpg,0.25028,1197,1381,1358,424
452,cloudSign,MC2-Image-Data/Person34/Person34_36.jpg,0.29119,941,11,1264,1240
453,cupcakePaper,MC2-Image-Data/Person34/Person34_36.jpg,0.27108000000000004,1129,11,2084,1946
454,eyeball,MC2-Image-Data/Person34/Person34_36.jpg,0.32174,1654,1492,1035,696
455,partyFavor,MC2-Image-Data/Person34/Person34_36.jpg,0.33494,444,746,1707,1764
456,sign,MC2-Image-Data/Person34/Person34_36.jpg,0.6150899999999999,793,11,995,2137
457,lavenderDie,MC2-Image-Data/Person34/Person34_36.jpg,0.56781,1963,1593,377,464
458,birdCall,MC2-Image-Data/Person34/Person34_3.jpg,0.33404,14,1452,1990,1583
459,cloudSign,MC2-Image-Data/Person34/Person34_3.jpg,0.26523,1331,1190,1129,1260
460,eyeball,MC2-Image-Data/Person34/Person34_3.jpg,0.30562,1076,1734,995,666
461,noisemaker,MC2-Image-Data/Person34/Person34_3.jpg,0.33097,14,1785,2218,1250
462,pinkCandle,MC2-Image-Data/Person34/Person34_3.jpg,0.25297,888,1351,296,938
463,blueSunglasses,MC2-Image-Data/Person34/Person34_3.jpg,0.32256999999999997,1035,2067,1076,373
464,hairClip,MC2-Image-Data/Person34/Person34_3.jpg,0.4641,216,615,995,1150
465,yellowBag,MC2-Image-Data/Person34/Person34_1.jpg,0.34905,632,1049,2487,1986
466,cupcakePaper,MC2-Image-Data/Person34/Person34_20.jpg,0.30154000000000003,2258,1684,1546,1351
467,sign,MC2-Image-Data/Person34/Person34_20.jpg,0.64985,14,263,955,2672
468,silverStraw,MC2-Image-Data/Person34/Person34_20.jpg,0.25104,14,908,1479,2127
469,cloudSign,MC2-Image-Data/Person34/Person34_34.jpg,0.30180999999999997,1022,1865,1129,1170
470,cupcakePaper,MC2-Image-Data/Person34/Person34_34.jpg,0.28276,81,11,1855,1946
471,eyeball,MC2-Image-Data/Person34/Person34_34.jpg,0.26683,1116,1916,914,706
472,pinkCandle,MC2-Image-Data/Person34/Person34_34.jpg,0.48482,1385,1916,417,1119
473,sign,MC2-Image-Data/Person34/Person34_34.jpg,0.59026,1183,1170,820,1865
474,cloudSign,MC2-Image-Data/Person34/Person34_35.jpg,0.3505,1869,1311,1707,1452
475,cupcakePaper,MC2-Image-Data/Person34/Person34_35.jpg,0.31494,14,283,1506,1805
476,partyFavor,MC2-Image-Data/Person34/Person34_35.jpg,0.36441,1560,777,1775,1724
477,pinkCandle,MC2-Image-Data/Person34/Person34_35.jpg,0.31872,1667,1099,390,1029
478,redWhistle,MC2-Image-Data/Person34/Person34_35.jpg,0.8542299999999999,1210,1008,1224,1180
479,sign,MC2-Image-Data/Person34/Person34_35.jpg,0.34814,1492,11,780,2016
480,blueSunglasses,MC2-Image-Data/Person34/Person34_35.jpg,0.31971,1103,605,1533,726
481,cupcakePaper,MC2-Image-Data/Person34/Person34_21.jpg,0.25754,1506,1260,1869,1775
482,sign,MC2-Image-Data/Person34/Person34_21.jpg,0.45448999999999995,1734,575,834,2460
483,hairClip,MC2-Image-Data/Person34/Person34_21.jpg,0.36121,1748,625,820,1160
484,lavenderDie,MC2-Image-Data/Person34/Person34_21.jpg,0.42548,1976,948,336,474
485,redWhistle,MC2-Image-Data/Person34/Person34_4.jpg,0.33939,1963,1553,1479,968
486,silverStraw,MC2-Image-Data/Person34/Person34_4.jpg,0.32699,95,212,2393,1916
487,blueSunglasses,MC2-Image-Data/Person34/Person34_4.jpg,0.29100000000000004,1869,1845,1143,424
488,cloudSign,MC2-Image-Data/Person34/Person34_19.jpg,0.3505,14,1392,1076,1644
489,pinkCandle,MC2-Image-Data/Person34/Person34_19.jpg,0.26827,1129,787,310,787
490,pumpkinNotes,MC2-Image-Data/Person34/Person34_19.jpg,0.27359,2070,464,1976,1845
491,sign,MC2-Image-Data/Person34/Person34_19.jpg,0.30813,1788,11,767,2531
492,cloudSign,MC2-Image-Data/Person34/Person34_25.jpg,0.26394,1721,918,928,1321
493,eyeball,MC2-Image-Data/Person34/Person34_25.jpg,0.39998,1465,807,1385,1190
494,pumpkinNotes,MC2-Image-Data/Person34/Person34_25.jpg,0.4166,1156,1190,2003,1260
495,blueSunglasses,MC2-Image-Data/Person34/Person34_25.jpg,0.36451,1452,1381,1425,454
496,stickerBox,MC2-Image-Data/Person34/Person34_25.jpg,0.42332,1600,908,1129,1482
497,cloudSign,MC2-Image-Data/Person34/Person34_31.jpg,0.25865,1533,656,672,595
498,cupcakePaper,MC2-Image-Data/Person34/Person34_31.jpg,0.29424,1277,11,1197,1573
499,eyeball,MC2-Image-Data/Person34/Person34_31.jpg,0.27066999999999997,1963,1996,968,998
500,partyFavor,MC2-Image-Data/Person34/Person34_31.jpg,0.28225,14,464,1640,1875
501,pinkCandle,MC2-Image-Data/Person34/Person34_31.jpg,0.2628,1680,394,404,1109
502,hairClip,MC2-Image-Data/Person34/Person34_31.jpg,0.36716,1049,394,1089,1210
503,birdCall,MC2-Image-Data/Person34/Person34_30.jpg,0.36541999999999997,605,404,1398,1523
504,cloudSign,MC2-Image-Data/Person34/Person34_30.jpg,0.41265,753,938,1076,898
505,eyeball,MC2-Image-Data/Person34/Person34_30.jpg,0.33646,726,777,1129,837
506,pinkCandle,MC2-Image-Data/Person34/Person34_30.jpg,0.35793,457,1543,552,1019
507,sign,MC2-Image-Data/Person34/Person34_30.jpg,0.71546,269,706,901,2329
508,blueSunglasses,MC2-Image-Data/Person34/Person34_30.jpg,0.4433,323,928,1371,494
509,hairClip,MC2-Image-Data/Person34/Person34_30.jpg,0.44041,444,434,1156,1150
510,lavenderDie,MC2-Image-Data/Person34/Person34_30.jpg,0.41507,820,504,363,464
511,cupcakePaper,MC2-Image-Data/Person34/Person34_24.jpg,0.26764,14,1281,1506,1754
512,sign,MC2-Image-Data/Person34/Person34_24.jpg,0.28741,3038,464,1008,2289
513,lavenderDie,MC2-Image-Data/Person34/Person34_24.jpg,0.31925,1385,1129,377,535
514,birdCall,MC2-Image-Data/Person34/Person34_18.jpg,0.45808000000000004,2218,434,1573,1896
515,eyeball,MC2-Image-Data/Person34/Person34_18.jpg,0.35157,2137,1140,1156,585
516,cloudSign,MC2-Image-Data/Person34/Person34_5.jpg,0.30157,229,1785,955,1250
517,sign,MC2-Image-Data/Person34/Person34_5.jpg,0.36607,471,454,538,2581
518,birdCall,MC2-Image-Data/Person34/Person34_7.jpg,0.39508000000000004,928,1724,1896,1311
519,cloudSign,MC2-Image-Data/Person34/Person34_7.jpg,0.47075,1734,2168,834,867
520,eyeball,MC2-Image-Data/Person34/Person34_7.jpg,0.25532,2124,11,1291,847
521,metalKey,MC2-Image-Data/Person34/Person34_7.jpg,0.33261999999999997,1008,1966,1721,1069
522,partyFavor,MC2-Image-Data/Person34/Person34_7.jpg,0.38001999999999997,780,1442,1586,1593
523,pinkCandle,MC2-Image-Data/Person34/Person34_7.jpg,0.38913000000000003,1062,1402,471,1260
524,sign,MC2-Image-Data/Person34/Person34_7.jpg,0.5575,1680,81,941,2591
525,lavenderDie,MC2-Image-Data/Person34/Person34_7.jpg,0.25681,3428,1412,310,363
526,yellowBag,MC2-Image-Data/Person34/Person34_7.jpg,0.33937,2084,1069,1963,1926
527,metalKey,MC2-Image-Data/Person34/Person34_32.jpg,0.25079,1654,1049,1586,1150
528,partyFavor,MC2-Image-Data/Person34/Person34_32.jpg,0.26127,2218,928,1600,1422
529,sign,MC2-Image-Data/Person34/Person34_32.jpg,0.3423,1304,877,1143,2158
530,vancouverCards,MC2-Image-Data/Person34/Person34_32.jpg,0.25113,14,1301,1801,1734
531,blueSunglasses,MC2-Image-Data/Person34/Person34_32.jpg,0.26403000000000004,2124,1361,1224,515
532,hairClip,MC2-Image-Data/Person34/Person34_32.jpg,0.31294,14,716,914,978
533,cloudSign,MC2-Image-Data/Person34/Person34_26.jpg,0.25399,2890,232,1156,1855
534,eyeball,MC2-Image-Data/Person34/Person34_26.jpg,0.33924,1129,797,888,787
535,pumpkinNotes,MC2-Image-Data/Person34/Person34_26.jpg,0.3811,1197,706,1385,1351
536,blueSunglasses,MC2-Image-Data/Person34/Person34_26.jpg,0.25606,1304,1170,1143,434
537,stickerBox,MC2-Image-Data/Person34/Person34_26.jpg,0.37133,1277,817,1170,1644
538,birdCall,MC2-Image-Data/Person34/Person34_27.jpg,0.35720999999999997,699,636,1801,1512
539,partyFavor,MC2-Image-Data/Person34/Person34_27.jpg,0.32744,14,11,1519,1462
540,canadaPencil,MC2-Image-Data/Person34/Person34_33.jpg,0.2643,1371,555,2675,2057
541,cupcakePaper,MC2-Image-Data/Person34/Person34_33.jpg,0.25632,2272,11,1492,1704
542,eyeball,MC2-Image-Data/Person34/Person34_33.jpg,0.33952,202,1684,995,746
543,silverStraw,MC2-Image-Data/Person34/Person34_33.jpg,0.27637,1197,222,2850,2319
544,cloudSign,MC2-Image-Data/Person34/Person34_6.jpg,0.39357,1573,525,1143,1694
545,eyeball,MC2-Image-Data/Person34/Person34_6.jpg,0.27546,1331,1180,1627,888
546,pumpkinNotes,MC2-Image-Data/Person34/Person34_6.jpg,0.26873,1492,1250,1949,1593
